iter	Logloss
0	0.5261350849
1	0.4148080442
2	0.3341198934
3	0.273905338
4	0.2314475043
5	0.196626031
6	0.1686795808
7	0.1491844668
8	0.1374044656
9	0.1228566938
10	0.1125797115
11	0.1037990706
12	0.09934116969
13	0.09383385873
14	0.08802361518
15	0.08329782303
16	0.07945228259
17	0.07603202117
18	0.0742875281
19	0.0719618228
20	0.07003041732
21	0.06785176695
22	0.06664302974
23	0.06441228624
24	0.06221012086
25	0.06124903664
26	0.06026830918
27	0.05866180323
28	0.05772477803
29	0.0569613802
30	0.05526533387
31	0.05427923556
32	0.0536567366
33	0.05255743196
34	0.05202224601
35	0.05161060865
36	0.05105530231
37	0.05033285477
38	0.04998295029
39	0.0495090148
40	0.04813297429
41	0.04763800383
42	0.04664346965
43	0.04641982108
44	0.04592316307
45	0.04540110363
46	0.04501290172
47	0.0447497568
48	0.04425597501
49	0.04370344065
50	0.04322668493
51	0.04293265464
52	0.04258818369
53	0.04211013986
54	0.04190652899
55	0.04159636473
56	0.04121874212
57	0.04058860414
58	0.04028611891
59	0.03969736276
60	0.03927476916
61	0.03899790718
62	0.03854636892
63	0.03806534679
64	0.03769840028
65	0.03739022821
66	0.03729429009
67	0.03684782982
68	0.03655164135
69	0.03640236076
70	0.03584561367
71	0.03556139111
72	0.03534680756
73	0.03519979156
74	0.03474368813
75	0.0345013773
76	0.03439782685
77	0.03394268237
78	0.03355919935
79	0.03335679656
80	0.03320939353
81	0.03279695778
82	0.03261246321
83	0.03251575788
84	0.03213551577
85	0.03200869756
86	0.03191893723
87	0.03163865672
88	0.0315044418
89	0.03140419539
90	0.03122786477
91	0.03106666015
92	0.030936476
93	0.0307887238
94	0.03047359928
95	0.0300818
96	0.02987084857
97	0.02977845525
98	0.02962665567
99	0.02945306632
100	0.02928792352
101	0.02913681423
102	0.02880364622
103	0.02852347848
104	0.02846899138
105	0.0282295971
106	0.02806903529
107	0.02772309149
108	0.02751239151
109	0.02742306986
110	0.02724086533
111	0.02714964749
112	0.02689351412
113	0.02679377356
114	0.02672734459
115	0.02663391988
116	0.02643775459
117	0.02624650349
118	0.0262219501
119	0.02602981109
120	0.02569755999
121	0.02544632606
122	0.02526153817
123	0.02512181123
124	0.02492647118
125	0.02482468693
126	0.02474517875
127	0.02436584238
128	0.02420268388
129	0.02404443692
130	0.02396258613
131	0.02395667422
132	0.02386935624
133	0.0237292806
134	0.02360336844
135	0.02348473015
136	0.0233961813
137	0.02332724576
138	0.02319516372
139	0.02299413622
140	0.02287917333
141	0.02281223712
142	0.02276016895
143	0.02265704151
144	0.02255310994
145	0.02222803993
146	0.02212680837
147	0.02208596045
148	0.02195357454
149	0.02190424485
150	0.02176586435
151	0.02167558949
152	0.02163124798
153	0.02152012631
154	0.02113569783
155	0.02102634452
156	0.02092918143
157	0.02082177797
158	0.02071064156
159	0.02051864527
160	0.020409016
161	0.02022190286
162	0.02012761305
163	0.02008662165
164	0.0200601789
165	0.0198854367
166	0.01984709117
167	0.01972784171
168	0.01965825482
169	0.01951415367
170	0.0193681416
171	0.01933230296
172	0.01925437871
173	0.01919067798
174	0.01905026029
175	0.01899576932
176	0.01896395975
177	0.01889537136
178	0.01883729542
179	0.01874678012
180	0.01866077679
181	0.01863114122
182	0.01846402748
183	0.01840224341
184	0.01822095842
185	0.01807254789
186	0.0180103253
187	0.0178613852
188	0.0176584218
189	0.01757798493
190	0.01751480509
191	0.01748527485
192	0.01725438856
193	0.01720811612
194	0.01713318769
195	0.01704642427
196	0.01699062067
197	0.01693683068
198	0.01684299117
199	0.01681603157
